match_date,match_time,match_id,hometeam,awayteam,bet_name,probability,odds,
2025-09-14,18:00:00,2284787,Asteras T.,Larissa,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,85",
2025-09-14,17:30:00,2288558,Estrela Amadora,V.Guimaraes,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",36,"2,91",
2025-09-14,20:00:00,2288389,Fenerbahçe,Trabzonspor,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: Eşit,36,"2,84",
2025-09-14,02:30:00,2286136,Charlotte,Inter Miami,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"3,02",
2025-09-14,20:15:00,2288097,St. Truidense,KVC Westerlo,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,78",
2025-09-14,21:45:00,2288306,Milan,Bologna,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,83",
2025-09-14,03:00:00,2288217,Fluminense,Corinthians,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",36,"4,19",
2025-09-14,17:00:00,2288157,Talaea Gaish,Future FC,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: 2. Yarı,36,"2,85",
2025-09-14,21:00:00,2287819,Instituto,Argentinos J.,İkinci Yarı Sonucu :: 2.Y 1,36,"2,92",
2025-09-14,21:00:00,2287819,Instituto,Argentinos J.,İkinci Yarı Sonucu :: 2.Y 2,36,"2,82",
2025-09-14,18:15:00,2288683,PSG,Lens,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: Eşit,36,"3,18",
2025-09-14,16:00:00,2288675,Cosenza C.,Catania,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"3,17",
2025-09-14,16:00:00,2288675,Cosenza C.,Catania,İkinci Yarı Sonucu :: 2.Y 1,36,"2,98",
2025-09-14,02:00:00,2288126,Comunicacion,Antigua GFC,Maç Sonucu :: MS X,36,"3,22",
2025-09-14,13:00:00,2289103,M Yamagata,Kat. Toyama,Hangi Yarıda Daha Fazla Gol Atılır? :: Eşit,36,"2,99",
2025-09-14,01:00:00,2288561,Estudiantes,River Plate,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,97",
2025-09-14,21:30:00,2288225,Racing Ferrol,Ponferradina,Maç Sonucu :: MS X,36,"2,91",
2025-09-14,16:30:00,2288443,Saint Pauli,Augsburg,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,9",
2025-09-14,01:00:00,2285983,Portland Hearts of P,Chattanooga Red Wolv,İkinci Yarı Karşılıklı Gol :: 2.Y KG Var,36,"2,9",
2025-09-14,20:30:00,2288036,Empoli,Spezia,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",36,"3,16",
2025-09-14,14:30:00,2289084,Balestier,Lion C. Sailors,Karşılıklı Gol :: KG Yok,36,3,
2025-09-14,16:00:00,2285316,Primorje,Aluminij,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"2,97",
2025-09-14,17:45:00,2288924,Telstar,F. Sittard,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,81",
2025-09-14,23:30:00,2288079,Rosario C.,Boca Juniors,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",36,"3,46",
2025-09-14,02:00:00,2286058,Pacific FC,Vancouver Langley FC,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"2,91",
2025-09-14,18:00:00,2352374,Club Africain,CS Sfaxien,"Deplasman İlk Yarı Gol Alt/Üst :: Dep İY 0,5 Üst",36,"2,99",
2025-09-14,13:00:00,2288858,Anyang,Jeju Utd.,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,88",
2025-09-14,16:00:00,2288931,Bandırmaspor,Keçiörengücü,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,8",
2025-09-14,22:00:00,2289098,A.Mineiro,Santos,Maç Sonucu :: MS X,36,"3,08",
2025-09-14,16:00:00,2288743,AC Bra,Torres,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,81",
2025-09-14,17:00:00,2289099,Ath. Bilbao B,R. Madrid Castilla,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,82",
2025-09-14,16:00:00,2352409,FF Jaro,Oulu,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,79",
2025-09-14,18:15:00,2288583,Brest,Paris,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"3,24",
2025-09-14,17:00:00,2288958,Nordsjælland,Midtjylland,İkinci Yarı Sonucu :: 2.Y 1,36,"2,97",
2025-09-14,17:00:00,2287889,Baltika,Zenit,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,84",
2025-09-14,19:30:00,2288865,Osasuna,Vallecano,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",36,"2,9",
2025-09-14,14:00:00,2288283,Onsala BK,Astorps FF,Maç Sonucu :: MS X,36,"3,34",
2025-09-14,02:00:00,2284844,Pittsburgh R,Louisville,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"3,06",
2025-09-14,02:00:00,2284844,Pittsburgh R,Louisville,İkinci Yarı Sonucu :: 2.Y 1,36,"2,83",
2025-09-14,18:15:00,2287869,Sudtirol,Palermo,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",36,"2,8",
2025-09-14,02:00:00,2288727,Deportes Limache,U. Catolica,İkinci Yarı Sonucu :: 2.Y 1,36,"2,78",
2025-09-14,17:30:00,2288966,Porto B,Uniao Leiria,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"2,97",
2025-09-14,17:30:00,2288966,Porto B,Uniao Leiria,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,78",
2025-09-14,16:00:00,2284753,Radnicki Nis,Napredak,Maç Sonucu :: MS X,36,"3,06",
2025-09-14,20:00:00,2288372,ENPPI,Al Ahly,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",36,"2,85",
2025-09-14,14:30:00,2288817,G.Fürth,Kaiserslautern,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,78",
2025-09-14,18:00:00,2288063,KFUM Oslo,Viking,İkinci Yarı Sonucu :: 2.Y 1,36,"2,91",
2025-09-14,14:00:00,2288876,Naestved,Thisted,Hangi Yarıda Daha Fazla Gol Atılır? :: Eşit,36,"3,16",
2025-09-14,18:30:00,2288533,Pro Patria,Novara,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"3,09",
2025-09-14,19:00:00,2288312,Sassuolo,Lazio,İkinci Yarı Sonucu :: 2.Y 1,36,"3,27",
2025-09-14,14:00:00,2288121,Aston Villa (K),Chelsea (K),İkinci Yarı Sonucu :: 2.Y X,36,"2,86",
2025-09-15,21:30:00,2291341,Cavese,Giugliano,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"2,91",
2025-09-15,19:30:00,2291326,Verona,Cremonese,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",36,"2,84",
2025-09-15,19:30:00,2291326,Verona,Cremonese,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",36,"2,95",
2025-09-15,02:30:00,2289032,Vasco Da Gama,Ceara,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,91",
2025-09-15,21:30:00,2271042,Agropecuario Argenti,Gimnasia Y,İkinci Yarı Sonucu :: 2.Y 1,36,"2,84",
2025-09-15,21:30:00,2288278,Zaragoza,Albacete,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,87",
2025-09-15,20:00:00,2311479,Rakow C.,Gornik Zabrze,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,78",
2025-09-15,02:00:00,2288199,CA Tigre,Talleres,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"3,07",
2025-09-15,20:10:00,2291300,Hacken,Göteborg,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,36,"2,78",
2025-09-15,21:00:00,2284736,P. Ploiesti,D. Bükreş,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"3,2",
2025-09-15,01:00:00,2332738,Sportivo Trinidense,CD Recoleta,Maç Sonucu :: MS X,36,"2,9",
2025-09-15,21:30:00,2291332,Cittadella,Vicenza,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,36,"3,18",
2025-09-16,03:00:00,2291392,Manta FC,SD Aucas,İkinci Yarı Sonucu :: 2.Y 1,36,"2,8",
2025-09-12,20:00:00,2282365,Regensburg,Weiss Essen,İkinci Yarı Sonucu :: 2.Y 1,35,3,
2025-09-12,21:30:00,2372558,Avellino,Monza,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"2,91",
2025-09-12,21:30:00,2372558,Avellino,Monza,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",35,"2,87",
2025-09-12,19:30:00,2282647,A.Bielefeld,Magdeburg,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,07",
2025-09-12,18:25:00,2282262,Al Jahra,Al Fehaheel,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"2,97",
2025-09-12,20:40:00,2282249,Al Arabi,Al Shabab Kuwait,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: Eşit,35,"2,9",
2025-09-12,17:30:00,2339612,Tractor FC,Aluminium Arak,"Deplasman İlk Yarı Gol Alt/Üst :: Dep İY 0,5 Üst",35,"3,24",
2025-09-12,20:30:00,2372551,Valenciennes,Paris 13 Atletico,Maç Sonucu :: MS X,35,"2,92",
2025-09-12,18:30:00,2339620,GOL Gohar,Sepehan,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: 2. Yarı,35,"3,1",
2025-09-12,18:30:00,2339620,GOL Gohar,Sepehan,İkinci Yarı Sonucu :: 2.Y 1,35,"4,03",
2025-09-12,13:00:00,2372535,S. Hiroshima,Kyoto Sanga,Maç Sonucu :: MS X,35,"3,25",
2025-09-12,13:00:00,2372534,Machida Zelvia,Yokohama,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"4,2",
2025-09-12,21:00:00,2372555,Troyes,Nancy,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,"3,37",
2025-09-12,18:00:00,2359674,Olympique Akbou,MC Alger,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Üst ve KG Var",35,"3,45",
2025-09-12,18:30:00,2372541,EIF,Salpa,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: Eşit,35,3,
2025-09-12,14:30:00,2282687,Geylang,Albirex Niigata,Karşılıklı Gol :: KG Yok,35,"2,93",
2025-09-12,20:30:00,2282385,Chateauroux,Saint Brieuc,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,"3,06",
2025-09-12,18:00:00,2255710,Itt. Tanger,Hassania A,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS 1 ve 1,5 Üst",35,"2,88",
2025-09-12,19:00:00,2372543,Lechia Gdansk,Katowice,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,05",
2025-09-12,21:00:00,2282579,Eindhoven,ADO Den Haag,İkinci Yarı Sonucu :: 2.Y 1,35,"3,18",
2025-09-12,18:00:00,2349006,Al Shahaniya,Al Sadd,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Alt ve KG Yok",35,"3,16",
2025-09-12,21:00:00,2282431,Jong Utrecht,Waalwijk,İkinci Yarı Sonucu :: 2.Y 1,35,"3,16",
2025-09-12,21:45:00,2372567,Marsilya,Lorient,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 2. Yarı,35,"2,95",
2025-09-12,21:00:00,2282402,Maastricht,Cambuur,İkinci Yarı Sonucu :: 2.Y 1,35,"3,76",
2025-09-12,17:00:00,2285026,Sokol Kleczew,Podhale Nowy Targ,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"2,97",
2025-09-12,21:30:00,2372566,Las Palmas,R.Sociedad B,Hangi Yarıda Daha Fazla Gol Atılır? :: Eşit,35,"3,13",
2025-09-12,21:30:00,2282187,B.Leverkusen,E.Frankfurt,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,06",
2025-09-13,03:15:00,2289079,Ath Lanus,Ind. Mendoza,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,"4,51",
2025-09-13,22:00:00,2288584,Fortaleza,Vitoria BA,Maç Sonucu :: MS X,35,3,
2025-09-13,22:05:00,2288856,Auxerre,Monaco,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Evet,35,"2,93",
2025-09-13,17:00:00,2285184,Truro City,Rochdale,İkinci Yarı Sonucu :: 2.Y 1,35,"3,59",
2025-09-13,17:00:00,2286172,Odds BK,Hodd IL,Hangi Yarıda Daha Fazla Gol Atılır? :: Eşit,35,"3,18",
2025-09-13,19:30:00,2287878,Krasnodar,Akron Tolyatti,İlk Yarı Skoru :: 1-0,35,"3,03",
2025-09-13,17:00:00,2284996,Dungannon S,Crusaders,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,17",
2025-09-13,19:30:00,2285230,Halifax Town,Eastleigh,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,"2,9",
2025-09-13,17:00:00,2284876,Fulham,Leeds Utd.,Maç Sonucu :: MS X,35,"3,1",
2025-09-13,17:00:00,2284876,Fulham,Leeds Utd.,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,3,
2025-09-13,15:30:00,2284871,Admira Wacker,Schwarz Weiss Bregen,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: Eşit,35,"2,9",
2025-09-13,14:00:00,2288536,HB Koege,Horsens,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"3,17",
2025-09-13,19:00:00,2339659,Orlando Pirates,Stellenbosch,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",35,"3,05",
2025-09-13,17:00:00,2284681,Sheffield Wed.,Bristol City,İkinci Yarı Sonucu :: 2.Y 1,35,"3,25",
2025-09-13,20:00:00,2285412,Atromitos,Aris ,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,19",
2025-09-13,20:00:00,2285412,Atromitos,Aris ,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",35,"2,94",
2025-09-13,16:00:00,2288681,Boluspor,Manisa FK,Maç Sonucu :: MS X,35,"3,13",
2025-09-13,19:00:00,2288809,Çorum FK,Van Spor FK,Maç Sonucu :: MS X,35,"3,47",
2025-09-13,19:30:00,2284994,Bayern Münih,Hamburg,"Toplam Gol Alt/Üst :: 2,5 Alt",35,"3,81",
2025-09-13,21:15:00,2285736,Piast Gliwice,Jagiellonia,"Maç Sonucu ve 3,5 Gol Alt/Üst :: MS 1 ve 3,5 Alt",35,"2,98",
2025-09-13,17:00:00,2352247,Gnistan,Inter Turku,İkinci Yarı Sonucu :: 2.Y 1,35,"3,84",
2025-09-13,12:00:00,2285878,Fukuoka,C. Osaka,İkinci Yarı Sonucu :: 2.Y 1,35,"2,92",
2025-09-13,18:00:00,2285685,Wolfsberger,Salzburg,İkinci Yarı Sonucu :: 2.Y 1,35,"3,33",
2025-09-13,17:15:00,2288908,R. Sociedad,Real Madrid,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"3,31",
2025-09-13,17:30:00,2288118,AD Sanjoanense,SAO Joao Ver,Maç Sonucu :: MS X,35,"3,05",
2025-09-13,14:30:00,2284914,Northampton,Blackpool,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,3",
2025-09-13,15:45:00,2285799,Korona Kielce,Pogon,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,18",
2025-09-13,21:00:00,2285647,Austria Wien II,First Vienna,İkinci Yarı Sonucu :: 2.Y 1,35,"3,32",
2025-09-13,22:00:00,2285160,Brentford,Chelsea,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"2,87",
2025-09-13,15:00:00,2282113,Annecy FC,Reims,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,"2,94",
2025-09-13,17:00:00,2285047,Watford,Blackburn,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,"2,91",
2025-09-13,17:00:00,2284841,Braintree,York City,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"2,98",
2025-09-13,23:00:00,2285672,Cavalry FC,Hfx Wan,Maç Sonucu :: MS X,35,"2,91",
2025-09-13,17:00:00,2286109,Swansea,Hull City,Maç Sonucu :: MS X,35,"3,19",
2025-09-13,01:00:00,2372573,Huracan,Velez,Maç Sonucu :: MS 2,35,"3,02",
2025-09-13,16:00:00,2286068,Cagliari,Parma,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,"3,04",
2025-09-13,16:00:00,2284895,Degerfors,Mjallby,İkinci Yarı Sonucu :: 2.Y 1,35,"3,78",
2025-09-13,13:00:00,2285773,Gangwon,Seoul,İkinci Yarı Sonucu :: 2.Y 1,35,"2,86",
2025-09-13,17:15:00,2288650,Cadiz,Eibar,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,"2,99",
2025-09-13,19:30:00,2288448,Gimnastic,Atletico Sanluqueno,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 2. Yarı,35,"2,87",
2025-09-13,17:00:00,2288577,Eyüpspor,Galatasaray,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Evet,35,"3,2",
2025-09-13,17:00:00,2285728,Peterborough,Wycombe,İkinci Yarı Sonucu :: 2.Y 1,35,"2,95",
2025-09-13,16:00:00,2288826,Brondby,Kopenhag,İkinci Yarı Sonucu :: 2.Y 1,35,"3,15",
2025-09-13,18:45:00,2291286,Max. Rogachev,Torp. Zhodino,Maç Sonucu :: MS X,35,"2,88",
2025-09-13,17:00:00,2285571,Tranmere,Newport C.,İkinci Yarı Karşılıklı Gol :: 2.Y KG Var,35,"3,18",
2025-09-13,19:30:00,2285798,West Ham,Tottenham,İkinci Yarı Sonucu :: 2.Y 1,35,"3,11",
2025-09-13,17:00:00,2284672,Forfar,Dumbarton,Maç Sonucu :: MS X,35,"3,04",
2025-09-13,15:00:00,2285384,Erzgebirge,V. Köln,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,26",
2025-09-13,13:00:00,2306024,Kiruna FF,Taftea IK,Maç Sonucu :: MS X,35,"3,38",
2025-09-13,19:00:00,2359686,ASO Chlef,MC EL Bayadh,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,"2,93",
2025-09-13,17:00:00,2285389,Portadown,Coleraine,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"3,46",
2025-09-13,16:00:00,2286089,Juve Stabia,Reggiana,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,"2,97",
2025-09-13,18:00:00,2289002,Nice,Nantes,İkinci Yarı Karşılıklı Gol :: 2.Y KG Var,35,"3,31",
2025-09-14,19:30:00,2288395,Sestao River,Dep. Aragon,"Deplasman İlk Yarı Gol Alt/Üst :: Dep İY 0,5 Üst",35,"2,95",
2025-09-14,04:00:00,2288240,Atlas,Santos Laguna,Maç Sonucu :: MS X,35,"3,33",
2025-09-14,15:30:00,2288285,Heracles,AZ Alkmaar,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"3,21",
2025-09-14,23:30:00,2288562,Sao Paulo,Botafogo,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,3,
2025-09-14,17:30:00,2288558,Estrela Amadora,V.Guimaraes,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"3,06",
2025-09-14,17:30:00,2288558,Estrela Amadora,V.Guimaraes,İkinci Yarı Sonucu :: 2.Y 1,35,"3,31",
2025-09-14,00:30:00,2288612,Palmeiras,Internacional,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"4,2",
2025-09-14,21:30:00,2285508,Ofi Crete,PAOK,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"2,95",
2025-09-14,21:00:00,2287819,Instituto,Argentinos J.,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,"2,93",
2025-09-14,19:30:00,2288859,S.Gijon,Burgos,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,"3,71",
2025-09-14,19:30:00,2288859,S.Gijon,Burgos,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,"2,96",
2025-09-14,15:00:00,2117832,Osters,Varnamo,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,31",
2025-09-14,18:15:00,2288683,PSG,Lens,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Alt",35,"3,11",
2025-09-14,04:35:00,2288942,Vancouver,Philadelphia U.,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,18",
2025-09-14,15:00:00,2288752,Viborg,Aarhus,İkinci Yarı Sonucu :: 2.Y 1,35,"3,15",
2025-09-14,01:00:00,2288561,Estudiantes,River Plate,İkinci Yarı Sonucu :: 2.Y 1,35,"3,07",
2025-09-14,06:00:00,2288974,Dep. Toluca,Puebla,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: Eşit,35,"2,98",
2025-09-14,15:30:00,2288531,Bryne,Tromso IL,İkinci Yarı Sonucu :: 2.Y 1,35,"3,51",
2025-09-14,19:00:00,2288814,Silkeborg,Odense,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,17",
2025-09-14,22:30:00,2289037,Braga,Gil Vicente,"Toplam Gol Alt/Üst :: 3,5 Üst",35,"2,89",
2025-09-14,01:00:00,2285983,Portland Hearts of P,Chattanooga Red Wolv,Maç Sonucu :: MS X,35,"3,06",
2025-09-14,13:15:00,2285630,Motor Lublin,Nieciecza,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,09",
2025-09-14,15:00:00,2289034,Andorra,Cordoba,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,"2,87",
2025-09-14,20:00:00,2288106,Gaziantep,Kocaelispor,Maç Sonucu :: MS X,35,"2,96",
2025-09-14,17:00:00,2288614,Bragantino,Recife,Maç Sonucu :: MS X,35,"3,03",
2025-09-14,02:30:00,2285244,DC United,Orlando C.,İkinci Yarı Sonucu :: 2.Y 1,35,"2,89",
2025-09-14,21:30:00,2288433,Ternana,Ath. Carpi,"Toplam Gol Alt/Üst :: 3,5 Üst",35,"3,45",
2025-09-14,17:30:00,2288410,Elfsborg,Malmö,İkinci Yarı Sonucu :: 2.Y 1,35,"3,14",
2025-09-14,20:00:00,2288686,Arouca,Casa Pia,Maç Sonucu :: MS X,35,"2,99",
2025-09-14,18:15:00,2287869,Sudtirol,Palermo,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",35,"3,05",
2025-09-14,18:15:00,2287869,Sudtirol,Palermo,İkinci Yarı Sonucu :: 2.Y 1,35,"3,38",
2025-09-14,18:15:00,2289004,Metz,Angers,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,"2,89",
2025-09-14,17:15:00,2288860,Levante,Real Betis,İkinci Yarı Sonucu :: 2.Y 1,35,"3,1",
2025-09-14,14:30:00,2288713,K. Sovetov,Sochi,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,35,"2,86",
2025-09-14,20:00:00,2288372,ENPPI,Al Ahly,"Ev Sahibi İlk Yarı Gol Alt/Üst :: Ev İY 0,5 Üst",35,"3,49",
2025-09-14,17:30:00,2288183,Mannheim 07,E. Cottbus,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,27",
2025-09-15,20:00:00,2291368,Orgryte,Umea,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: Eşit,35,"3,05",
2025-09-15,21:30:00,2288278,Zaragoza,Albacete,Maç Sonucu :: MS X,35,"2,86",
2025-09-15,22:00:00,2288072,Espanyol,Mallorca,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,"2,97",
2025-09-15,20:10:00,2291300,Hacken,Göteborg,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,35,"3,1",
2025-09-15,12:00:00,2291364,Ryukyu,Zweigen Kanazawa,İkinci Yarı Sonucu :: 2.Y 1,35,"2,98",
2025-09-16,02:00:00,2288703,Bahia,Cruzeiro,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",35,"2,98",
2025-09-12,20:30:00,2372549,Orleans,Bourg-Peronn,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",34,"3,31",
2025-09-12,21:30:00,2372558,Avellino,Monza,İkinci Yarı Sonucu :: 2.Y 1,34,"3,2",
2025-09-12,03:30:00,2302870,Botafogo,Vasco Da Gama,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,34,"4,13",
2025-09-12,21:00:00,2282436,Jong Alkmaar,Vitesse,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Alt",34,"3,2",
2025-09-12,19:00:00,2288729,R. Kazan,D. Makhachkala,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",34,"3,49",
2025-09-12,21:00:00,2282287,KSC Lokeren Temse,Lierse Kempenzonen,Maç Sonucu :: MS X,34,"3,04",
2025-09-12,21:00:00,2372552,Amiens,Bastia,İkinci Yarı Sonucu :: 2.Y 1,34,"3,14",
2025-09-12,20:30:00,2372551,Valenciennes,Paris 13 Atletico,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",34,"3,3",
2025-09-12,13:00:00,2372535,S. Hiroshima,Kyoto Sanga,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",34,"3,08",
2025-09-12,13:00:00,2372535,S. Hiroshima,Kyoto Sanga,"Maç Sonucu ve 4,5 Gol Alt/Üst :: MS X ve 4,5 Alt",34,3,
2025-09-12,19:15:00,2341798,Floriana,Gzira United,Maç Sonucu :: MS X,34,"3,18",
2025-09-12,02:00:00,2288333,CA Belgrano,S Martin SJ,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",34,"5,12",
2025-09-12,20:00:00,2349019,Al Duhail,UMM Salal,Ev Sahibi Hangi Yarıda Daha Fazla Gol Atar? :: Eşit,34,"3,02",
2025-09-12,22:00:00,2372569,Ipswich T.,Sheffield Utd.,Maç Sonucu :: MS X,34,"3,27",
2025-09-12,22:00:00,2372569,Ipswich T.,Sheffield Utd.,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",34,"3,05",
2025-09-12,20:30:00,2372550,Sochaux,Caen,Maç Sonucu :: MS X,34,"2,99",
2025-09-12,21:00:00,2282208,Graafschap,Willem II,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 1. Yarı,34,"3,08",
2025-09-12,20:30:00,2372648,Deportivo,C. Cordoba,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,34,"3,11",
2025-09-12,21:00:00,2372556,Boulogne,Laval,İkinci Yarı Sonucu :: 2.Y 1,34,"2,95",
